application_id,term,program,major,country,uni_tier,cgpa_10,gre_total,gre_aw,toefl,ielts,work_exp_years,internships,projects,research_exp,publications,sop_score,lor_score,portfolio_score,interview_score,gender,income_bucket,first_gen,chance_of_admit,admit_label
164,Fall 2025,MS,CS,France,Tier3,6.86,291,5.0,92,7.0,2.7,4,1,False,0,4.0,3.0,4.0,4.0,Male,Middle,False,0.6902,1
165,Fall 2024,MS,Bio,New Zealand,Tier1,8.35,309,3.5,99,7.0,1.2,1,3,False,0,3.0,2.5,2.5,2.0,Female,Middle,False,0.7734,1
166,Spring 2025,PhD,Econ,Sweden,Tier2,6.79,272,3.0,97,,3.0,0,4,False,0,2.5,3.5,3.0,2.5,Male,Middle,True,0.522,1
167,Fall 2025,MTech,ECE,Japan,Tier3,8.44,306,5.0,106,8.5,5.7,2,1,False,0,2.0,3.5,2.5,2.5,Male,Low,False,0.8297,1
168,Spring 2025,MBA,ECE,Thailand,Tier2,7.95,309,3.0,104,8.0,2.1,1,0,False,0,2.5,4.0,3.5,2.5,Female,Low,True,0.8057,1
169,Fall 2024,MS,DS,Vietnam,Tier2,7.46,296,3.0,100,8.5,2.4,1,1,False,1,4.5,3.0,3.0,3.0,Female,Middle,False,0.7247,1
170,Spring 2025,MBA,Finance,France,Tier3,7.56,291,3.5,100,7.0,4.0,0,5,False,0,2.5,3.0,3.5,3.0,Female,Low,False,0.6326,0
171,Spring 2025,MBA,ECE,Spain,Tier1,7.01,279,3.0,101,,3.7,1,2,False,0,2.5,3.5,2.0,1.5,Male,Middle,True,0.5539,0
172,Spring 2026,MTech,ECE,Chile,Tier3,8.0,311,6.0,96,6.5,1.6,1,1,False,0,2.0,3.0,2.5,1.5,Female,Low,True,0.8101,1
173,Spring 2025,MS,Civil,Pakistan,Tier2,7.19,288,4.5,108,7.5,0.0,1,5,False,0,3.0,3.5,3.5,4.0,Female,Low,False,0.6475,1
174,Fall 2025,MS,ECE,Sweden,Tier3,6.5,285,3.5,93,6.5,0.2,0,2,False,1,2.5,2.5,2.5,3.0,Male,Low,False,0.5009,0
175,Fall 2025,PhD,CS,Spain,Tier3,6.45,286,3.0,73,6.5,2.2,2,5,False,0,2.5,3.0,2.5,1.0,Female,Middle,True,0.4359,1
176,Fall 2024,MTech,Mech,Turkey,Tier3,7.76,297,4.5,110,5.5,1.1,0,4,True,0,4.0,2.5,3.5,2.0,Female,High,False,0.7077,1
177,Fall 2024,MS,Mech,South Korea,Tier3,9.02,332,5.5,104,7.5,0.4,0,1,False,1,4.0,3.0,2.5,4.0,Male,High,True,0.821,1
178,Fall 2025,MS,Civil,Turkey,Tier3,7.74,301,4.5,93,,2.4,1,1,False,1,1.0,3.0,3.5,2.5,Male,Middle,False,0.641,0
179,Fall 2025,MS,ECE,Spain,Tier2,7.49,298,3.0,96,,0.6,1,3,False,0,4.0,3.0,3.0,4.0,Female,Low,False,0.6689,1
180,Spring 2025,MS,CS,United States,Tier2,7.86,280,3.0,111,,4.0,0,2,False,0,3.0,4.0,4.0,3.5,Male,Middle,False,0.6397,1
181,Spring 2025,MBA,Finance,Saudi Arabia,Tier2,8.78,309,4.0,97,8.0,0.5,2,4,False,1,3.5,4.0,1.5,2.5,Male,Middle,False,0.8233,0
182,Fall 2024,MS,DS,Spain,Tier2,7.8,292,4.5,112,7.0,1.8,0,3,False,0,3.0,2.5,2.5,3.5,Female,Middle,True,0.6637,1
183,Fall 2024,MS,CS,Poland,Tier1,7.23,288,3.5,99,6.0,1.2,3,1,False,0,3.5,4.0,2.5,2.5,Female,Low,True,0.5673,1
184,Spring 2026,MS,ECE,France,Tier1,8.6,316,5.0,92,6.5,1.1,1,3,False,2,3.0,4.0,4.0,4.0,Male,Middle,True,0.7739,1
185,Fall 2025,MTech,Bio,Netherlands,Tier3,7.99,306,4.5,80,7.0,2.3,1,3,False,1,3.5,2.0,3.0,3.5,Female,High,True,0.7444,1
186,Fall 2024,MBA,CS,South Africa,Tier2,8.98,325,4.5,99,5.5,0.0,0,1,False,0,3.0,1.5,3.5,2.5,Female,Middle,False,0.7609,1
187,Spring 2025,MTech,Mech,Malaysia,Tier2,7.76,293,4.5,110,7.5,1.8,0,6,False,0,2.5,4.0,5.0,3.5,Male,High,False,0.755,1
188,Fall 2024,MS,CS,Nigeria,Tier3,6.5,285,2.5,87,,3.2,1,5,False,0,4.5,2.0,3.0,2.0,Female,Middle,False,0.5588,1
189,Spring 2026,MS,ECE,Sri Lanka,Tier3,6.37,294,3.5,99,,3.3,0,1,False,0,3.5,4.0,2.5,3.5,Male,Low,False,0.646,0
190,Fall 2025,MS,Mech,Egypt,Tier1,9.09,320,3.5,115,8.0,2.6,0,3,False,0,4.5,4.5,3.5,4.0,Male,Low,True,0.9096,1
191,Fall 2024,MS,Civil,Chile,Tier2,9.15,318,4.5,76,,2.7,1,7,True,2,2.5,5.0,4.0,1.5,Male,Middle,False,0.8526,1
192,Fall 2025,MS,CS,Russia,Tier2,7.44,288,3.0,99,,2.7,0,3,False,1,4.0,3.5,4.0,2.5,Male,Low,False,0.6882,1
193,Spring 2025,MS,ECE,Saudi Arabia,Tier1,7.26,292,4.0,101,6.5,4.1,2,1,False,0,4.0,2.5,2.0,1.5,Non-binary,High,True,0.7186,0
194,Spring 2025,MBA,DS,Bangladesh,Tier2,8.92,315,4.0,101,7.0,2.2,3,5,False,1,4.0,2.0,4.0,3.0,Male,Middle,False,0.8113,1
195,Spring 2026,MTech,DS,Australia,Tier2,6.6,262,4.5,71,,1.5,0,3,False,0,2.5,3.0,2.5,2.0,Male,Low,True,0.4564,1
196,Spring 2025,MBA,ECE,Thailand,Tier3,6.79,268,3.0,83,5.5,0.5,2,4,False,0,3.5,2.0,3.5,2.5,Female,Middle,False,0.4753,1
197,Spring 2026,MTech,Bio,Thailand,Tier1,8.18,318,4.5,72,7.5,1.4,1,3,False,0,3.5,3.0,2.5,3.5,Male,Low,False,0.7362,0
198,Fall 2024,MTech,CS,France,Tier2,7.24,304,3.0,80,8.0,2.8,0,6,True,0,4.0,1.0,4.5,3.5,Female,Middle,False,0.6562,0
199,Fall 2024,MBA,DS,South Korea,Tier2,7.6,313,3.0,106,6.5,3.1,1,5,True,3,2.5,4.5,3.5,3.0,Male,Middle,False,0.7977,0
200,Fall 2025,MS,DS,South Korea,Tier1,7.45,297,4.0,91,7.0,1.0,2,2,False,1,4.0,3.5,2.0,3.0,Female,Middle,False,0.733,1
201,Spring 2026,MBA,CS,Ukraine,Tier2,7.9,293,5.0,104,,1.0,2,4,False,1,4.0,4.5,3.5,3.0,Male,Low,True,0.7763,1
202,Spring 2025,MBA,Mech,Indonesia,Tier2,8.87,315,3.5,106,,2.7,0,5,False,1,3.0,4.0,3.5,2.5,Female,Low,False,0.8426,1
203,Spring 2026,MS,Bio,Netherlands,Tier2,7.68,284,2.5,80,,3.9,2,4,False,0,3.0,2.5,5.0,3.5,Male,Low,False,0.6626,1
204,Spring 2026,MS,DS,Indonesia,Tier2,8.18,292,3.5,96,,5.6,1,3,False,0,3.0,4.0,1.5,3.0,Male,Middle,True,0.6708,1
205,Spring 2026,MS,CS,Sri Lanka,Tier3,5.75,267,3.5,73,,2.7,0,8,False,1,3.0,3.5,3.0,3.5,Male,Middle,True,0.3361,0
206,Fall 2024,PhD,Bio,India,Tier2,7.56,302,5.5,98,7.5,0.9,2,0,False,1,3.5,3.5,2.5,3.0,Female,Low,True,0.7148,1
207,Spring 2026,MTech,CS,Bangladesh,Tier3,6.84,303,4.5,100,,0.2,2,3,False,0,3.5,2.5,3.5,1.5,Male,Middle,False,0.5224,1
208,Fall 2024,MBA,DS,Bangladesh,Tier2,6.5,277,3.0,90,7.0,4.6,1,1,False,0,2.5,3.5,2.0,3.0,Male,Low,False,0.5867,1
209,Spring 2025,MS,Econ,Norway,Tier1,6.81,270,4.0,72,5.5,2.4,1,3,True,2,2.5,3.5,2.0,3.0,Female,Middle,True,0.5857,1
210,Spring 2026,MS,DS,Turkey,Tier2,7.3,291,5.5,76,7.0,1.3,2,6,False,0,2.0,3.0,2.5,3.5,Female,Low,True,0.5456,0
211,Spring 2026,MS,ECE,Australia,Tier2,8.42,309,4.0,120,7.0,0.9,0,1,False,0,2.5,3.0,3.0,3.0,Female,High,False,0.724,1
212,Fall 2024,MTech,CS,Russia,Tier1,6.41,271,3.5,100,,4.4,2,2,False,0,3.0,4.5,2.0,3.5,Male,Middle,False,0.5221,0
213,Fall 2024,MBA,Econ,United Kingdom,Tier2,7.63,301,3.5,92,6.5,1.3,0,8,False,0,3.0,3.5,5.0,3.5,Male,Low,False,0.7163,0
214,Spring 2026,MBA,CS,United Kingdom,Tier2,7.16,277,4.5,104,,3.9,1,3,True,0,1.5,3.5,3.0,4.0,Female,Middle,True,0.6683,0
215,Fall 2025,MBA,CS,China,Tier2,7.31,293,3.5,112,8.0,3.1,0,7,False,0,3.0,3.0,3.0,3.5,Male,Middle,True,0.7126,1
216,Fall 2024,MS,CS,United Arab Emirates,Tier2,8.5,320,5.0,112,7.0,1.3,0,7,False,0,4.5,3.0,4.0,2.5,Male,Middle,True,0.7971,0
217,Fall 2024,MTech,CS,Japan,Tier2,8.08,320,5.0,95,,4.8,2,7,False,0,3.5,4.5,2.5,2.5,Male,Middle,True,0.868,1
218,Fall 2025,MS,DS,Thailand,Tier2,8.8,322,4.5,93,6.0,1.8,1,5,True,1,3.0,2.5,3.5,3.0,Male,Middle,False,0.8257,1
219,Fall 2024,MS,Civil,Malaysia,Tier2,7.46,305,4.0,105,,1.0,3,2,False,0,3.5,2.5,2.0,3.5,Male,Middle,True,0.7433,1
220,Spring 2026,MBA,DS,France,Tier3,6.97,282,2.5,90,,4.2,2,4,False,1,1.5,3.0,3.5,2.5,Female,Middle,False,0.681,1
221,Fall 2025,MS,CS,Norway,Tier2,7.4,291,4.0,108,6.5,3.2,0,1,False,1,3.5,5.0,2.5,1.5,Male,Middle,False,0.7122,1
222,Fall 2025,MS,DS,Nigeria,Tier3,7.82,315,3.5,98,,1.1,1,2,True,1,4.0,2.5,3.0,2.5,Female,Middle,False,0.7881,1
223,Spring 2026,MS,Econ,Thailand,Tier2,7.76,286,3.5,103,7.0,3.3,1,3,False,0,2.0,4.5,2.5,4.5,Male,Middle,False,0.7309,0
224,Fall 2024,MTech,DS,Mexico,Tier1,6.62,276,3.5,105,6.5,3.7,0,4,False,1,3.0,3.5,3.5,2.0,Female,Low,False,0.5744,0
225,Fall 2025,MS,Mech,Philippines,Tier3,7.68,310,4.5,80,,3.0,0,4,False,0,3.5,2.5,2.5,2.5,Male,Middle,False,0.7301,1
226,Fall 2025,MBA,Mech,Egypt,Tier3,7.81,299,3.5,97,8.5,0.9,1,1,False,0,3.0,3.0,3.0,3.5,Female,Middle,False,0.6707,0
227,Spring 2026,MTech,Econ,Ukraine,Tier2,9.87,335,3.0,112,7.5,2.4,0,5,False,0,3.0,3.5,3.0,4.5,Male,Middle,False,0.9122,1
228,Spring 2026,MBA,Econ,India,Tier2,9.29,325,3.5,88,6.0,0.0,2,5,False,0,3.0,4.0,2.0,3.0,Male,Middle,False,0.8686,1
229,Fall 2025,MS,Mech,Vietnam,Tier2,6.83,285,5.5,87,8.0,1.2,1,3,False,0,3.0,2.5,2.0,4.0,Female,Low,False,0.5637,1
230,Fall 2025,MS,CS,Nigeria,Tier1,7.34,304,4.5,110,,1.3,1,2,True,1,4.5,4.0,2.0,3.5,Male,Middle,True,0.7922,1
231,Fall 2024,MBA,ECE,Brazil,Tier1,6.28,283,3.0,112,6.0,3.2,0,6,False,0,2.5,4.0,3.0,4.5,Female,Low,True,0.617,1
232,Fall 2025,MS,DS,Ukraine,Tier3,7.07,288,5.0,60,,3.4,0,2,False,0,4.0,4.5,3.0,3.0,Female,High,False,0.6431,0
233,Spring 2025,MS,DS,Canada,Tier2,7.88,313,4.0,111,7.0,0.0,1,3,True,3,4.0,2.5,4.0,5.0,Male,Middle,False,0.7778,0
234,Fall 2025,MBA,Finance,Poland,Tier2,8.69,320,6.0,69,7.5,2.6,2,0,False,0,2.0,4.0,2.5,3.5,Male,Middle,False,0.6879,1
235,Spring 2026,MS,DS,Vietnam,Tier2,6.94,294,4.0,94,8.0,1.7,2,3,False,1,3.0,4.5,3.0,4.0,Female,High,False,0.7004,1
236,Fall 2025,MBA,Econ,Canada,Tier2,7.01,277,4.5,76,6.0,2.5,1,5,False,0,3.0,3.5,2.0,3.0,Female,Middle,False,0.5646,1
237,Spring 2026,PhD,DS,South Korea,Tier3,5.67,280,4.5,86,8.5,4.5,1,6,False,0,2.0,3.5,3.5,3.5,Male,Middle,True,0.5557,1
238,Fall 2025,MS,CS,Egypt,Tier1,7.45,297,5.5,96,6.0,1.1,1,2,False,0,3.0,4.0,3.5,1.5,Male,High,True,0.615,1
239,Spring 2026,MS,Civil,Nigeria,Tier1,6.64,260,3.5,97,8.0,1.4,3,3,False,1,2.5,3.5,2.5,3.0,Male,Low,False,0.5084,0
240,Spring 2026,MS,Mech,Sri Lanka,Tier1,7.12,305,5.0,113,,3.0,0,2,True,0,4.0,3.5,3.5,2.5,Male,Low,True,0.7512,1
241,Spring 2025,MTech,Mech,Turkey,Tier3,6.81,283,3.5,77,8.0,2.0,1,5,False,0,3.0,2.5,3.5,4.0,Male,High,False,0.4504,0
242,Fall 2024,MTech,CS,United Kingdom,Tier2,7.52,292,3.5,108,,0.0,1,3,False,0,3.0,3.5,2.5,2.0,Female,Middle,False,0.7658,0
243,Fall 2025,MTech,CS,South Africa,Tier2,6.02,263,4.0,88,,4.8,1,3,False,0,3.5,3.0,2.5,3.5,Female,Low,False,0.4453,1
244,Spring 2025,MS,ECE,Malaysia,Tier2,6.28,278,4.5,90,7.5,2.3,2,4,False,1,3.5,3.5,3.0,4.0,Male,Low,True,0.5486,0
245,Spring 2026,MBA,CS,Qatar,Tier2,9.52,323,4.0,118,6.5,3.5,1,3,False,0,3.5,3.5,1.5,2.5,Male,Low,False,0.9008,1
246,Fall 2024,MBA,Finance,New Zealand,Tier2,6.44,271,5.5,102,7.0,1.1,1,2,False,1,2.0,2.0,4.0,4.0,Male,Middle,False,0.5999,0
247,Spring 2026,MS,CS,Malaysia,Tier2,6.61,274,5.0,72,,0.0,1,6,True,3,2.0,3.5,3.0,1.5,Female,Middle,False,0.4844,1
248,Fall 2025,MS,DS,Nigeria,Tier2,9.25,324,4.5,96,7.5,1.7,2,2,True,1,4.5,3.5,2.0,3.5,Male,Middle,False,0.9012,1
249,Spring 2026,MTech,DS,Vietnam,Tier1,10.0,335,3.5,90,,2.2,2,3,False,1,3.5,3.0,2.0,3.0,Male,Middle,False,0.8931,1
250,Fall 2024,MS,DS,United Arab Emirates,Tier2,6.55,287,5.0,88,7.5,3.9,0,0,False,0,2.5,4.0,3.0,3.5,Female,Middle,True,0.6373,1
251,Spring 2026,MBA,Bio,Canada,Tier3,7.27,294,2.0,93,7.5,1.1,1,5,False,0,2.5,3.5,3.0,3.5,Male,High,False,0.5473,0
252,Spring 2026,MBA,CS,Thailand,Tier1,7.91,307,4.5,101,,3.6,1,8,False,0,4.0,4.0,3.5,2.0,Male,Low,False,0.7689,1
253,Spring 2025,PhD,Mech,Norway,Tier1,9.16,331,3.5,83,9.0,0.0,1,6,True,0,3.5,2.5,3.0,3.5,Male,High,False,0.9055,1
254,Spring 2026,MTech,DS,Chile,Tier2,6.71,281,5.0,90,7.0,1.3,0,1,False,0,3.5,3.0,3.0,1.5,Male,Middle,False,0.5693,0
255,Fall 2024,MS,ECE,New Zealand,Tier2,7.38,283,2.5,89,6.0,2.2,1,4,False,0,3.0,2.5,4.5,3.0,Male,Middle,True,0.615,1
256,Fall 2024,MS,CS,Ghana,Tier2,8.3,328,3.5,102,7.5,0.0,2,3,False,0,3.0,3.0,3.5,4.5,Male,Middle,False,0.8564,1
257,Spring 2025,MS,CS,Sri Lanka,Tier2,7.99,314,4.5,96,,4.5,1,2,True,0,3.5,4.0,3.5,4.0,Male,Low,False,0.8334,0
258,Spring 2026,MBA,Econ,Chile,Tier2,7.26,307,4.5,107,,1.5,1,5,False,0,3.5,2.5,3.5,3.0,Female,Low,True,0.6604,1
259,Fall 2025,MS,DS,Netherlands,Tier2,7.48,306,3.5,99,7.0,0.6,0,2,False,0,4.0,4.0,2.0,5.0,Male,High,False,0.6335,1
260,Spring 2026,MS,CS,Bangladesh,Tier2,6.36,271,3.5,99,6.5,0.1,0,2,False,0,2.5,5.0,2.5,2.5,Female,Middle,True,0.591,1
261,Fall 2024,MTech,Civil,Japan,Tier1,7.39,270,5.0,95,8.5,0.0,1,2,False,0,2.5,3.0,3.0,3.5,Female,High,False,0.4794,0
262,Fall 2024,PhD,Finance,Ukraine,Tier3,7.36,281,5.0,79,7.5,3.1,0,8,False,0,3.0,3.0,4.0,2.0,Female,Middle,False,0.6473,1
263,Fall 2025,MS,Mech,Philippines,Tier1,7.81,307,3.5,91,,0.5,1,3,False,1,4.0,2.5,4.0,4.0,Male,Middle,True,0.6701,0
264,Fall 2024,MS,Civil,Chile,Tier2,7.1,287,3.5,86,,2.4,1,4,False,1,2.0,4.5,3.0,1.0,Male,Middle,True,0.6974,1
265,Fall 2024,PhD,DS,Netherlands,Tier3,8.02,301,3.0,104,7.0,1.1,2,1,False,0,3.5,3.0,4.5,3.0,Male,Middle,False,0.7628,0
266,Fall 2025,MS,Econ,Ukraine,Tier1,8.51,289,4.5,104,7.0,3.4,1,1,True,2,3.5,4.0,3.5,4.0,Male,Low,True,0.7569,0
267,Spring 2026,MS,Econ,Ukraine,Tier3,7.74,300,5.0,94,8.0,2.5,1,2,False,0,4.0,3.0,4.5,3.0,Male,Middle,True,0.7168,1
268,Spring 2025,MBA,Econ,South Korea,Tier2,7.92,292,4.0,96,,3.0,0,1,False,0,2.5,3.5,3.5,3.5,Female,Middle,False,0.7097,0
269,Spring 2025,MTech,DS,Russia,Tier3,7.65,291,3.0,75,8.0,6.0,1,2,False,1,3.5,4.5,2.5,3.5,Female,Middle,False,0.7283,1
270,Spring 2026,MS,Econ,Qatar,Tier1,7.6,306,5.5,91,,1.1,1,2,True,0,2.5,3.0,3.5,3.0,Female,Low,False,0.708,1
271,Fall 2024,MBA,ECE,Mexico,Tier3,6.95,275,2.0,62,6.0,2.1,1,1,False,2,2.0,2.5,3.5,2.0,Female,Low,True,0.4535,0
272,Spring 2025,MTech,Mech,Poland,Tier2,7.88,293,5.0,104,8.0,2.2,0,2,False,0,4.0,2.5,3.5,3.0,Male,Low,False,0.698,0
273,Spring 2026,MTech,DS,South Africa,Tier1,7.51,298,4.0,120,,2.5,1,4,False,0,2.5,3.0,4.0,2.5,Female,Middle,False,0.7963,1
274,Spring 2026,MTech,CS,Egypt,Tier2,9.48,340,4.5,93,7.5,1.1,1,2,False,0,3.5,3.5,2.5,3.5,Female,Middle,False,0.8584,1
275,Spring 2026,MS,CS,Ghana,Tier2,9.02,318,3.5,100,,3.0,0,6,False,0,4.5,3.5,2.5,3.5,Male,Middle,False,0.8381,1
276,Fall 2024,MS,ECE,Russia,Tier2,7.95,318,4.0,102,7.0,5.5,0,4,False,2,3.5,4.0,3.0,4.5,Male,Low,False,0.7885,1
277,Fall 2025,MS,CS,Kenya,Tier3,6.91,272,4.0,79,7.0,1.7,1,2,True,0,3.0,4.5,3.0,3.0,Male,Middle,False,0.5885,1
278,Spring 2026,MTech,CS,Nigeria,Tier2,6.6,265,4.0,90,7.5,1.9,3,1,False,1,3.0,5.0,3.0,3.0,Female,Low,False,0.4556,1
279,Fall 2025,PhD,Econ,Sri Lanka,Tier1,8.67,301,2.5,101,5.5,0.2,0,4,False,0,3.0,2.0,1.5,1.5,Male,Low,True,0.799,0
280,Spring 2025,MBA,DS,Japan,Tier2,7.84,285,5.5,96,7.5,0.0,3,1,False,0,4.0,2.5,3.5,2.0,Female,Middle,False,0.579,0
281,Fall 2025,MBA,ECE,Chile,Tier2,8.03,308,4.5,97,,0.2,1,3,False,0,3.0,2.5,1.5,2.5,Male,Low,False,0.7026,1
282,Fall 2024,MBA,ECE,Mexico,Tier2,6.03,260,4.0,87,,0.0,0,2,True,1,2.0,4.0,3.5,4.0,Male,Middle,False,0.4498,1
283,Spring 2025,MS,Mech,Poland,Tier3,8.43,298,4.0,85,7.5,0.0,0,3,False,0,3.0,3.5,3.5,3.5,Female,Middle,False,0.5512,0
284,Fall 2024,MS,Civil,China,Tier3,8.01,308,5.5,104,,0.7,0,2,False,0,4.5,3.5,4.0,3.5,Male,High,False,0.774,1
285,Fall 2024,MS,ECE,Chile,Tier2,6.6,288,3.0,115,7.5,0.2,0,4,False,0,3.0,3.5,2.0,2.0,Female,Middle,True,0.5487,0
286,Spring 2026,MS,DS,Thailand,Tier3,7.18,300,3.0,71,,0.4,1,2,False,1,4.0,2.5,3.0,4.0,Female,Middle,True,0.6307,0
287,Spring 2025,PhD,Civil,Saudi Arabia,Tier2,7.84,310,5.0,70,,0.1,1,6,False,1,4.0,3.5,2.5,3.0,Female,Low,True,0.7515,0
288,Spring 2025,MBA,DS,Netherlands,Tier1,7.65,289,4.5,79,,0.1,0,3,False,0,4.5,3.0,3.5,2.5,Female,Low,True,0.7147,1
289,Spring 2026,MTech,Econ,Turkey,Tier2,7.34,295,3.0,89,6.5,5.8,0,3,False,0,3.0,3.0,3.5,4.0,Female,High,False,0.7534,1
290,Fall 2025,MS,CS,United Arab Emirates,Tier2,7.51,301,5.0,92,7.0,0.4,0,3,False,0,2.5,4.0,4.0,4.0,Male,High,False,0.6824,0
291,Spring 2026,MS,Econ,France,Tier1,7.37,289,4.0,95,8.0,0.9,2,1,False,1,3.0,4.0,3.0,4.0,Female,Low,False,0.607,0
292,Spring 2026,MBA,Mech,Netherlands,Tier3,7.74,301,3.0,96,7.0,2.5,2,2,False,1,3.5,4.0,3.0,1.5,Female,Low,False,0.7943,1
293,Fall 2025,MS,DS,Brazil,Tier1,8.92,308,4.5,94,,0.0,0,4,True,1,2.5,3.0,4.0,5.0,Female,Low,False,0.8541,1
294,Spring 2026,MS,DS,Egypt,Tier3,5.5,260,4.0,106,7.5,0.0,3,0,True,0,2.0,3.0,2.0,4.0,Male,Low,False,0.5002,1
295,Spring 2025,MTech,Mech,Germany,Tier1,7.39,297,4.0,84,,0.0,2,4,False,0,3.5,3.0,5.0,2.5,Female,Middle,False,0.6694,1
296,Spring 2025,MBA,DS,Spain,Tier3,7.76,315,4.5,107,,1.5,4,5,True,0,4.0,3.5,3.5,2.5,Male,Middle,False,0.83,1
297,Fall 2025,MS,CS,Poland,Tier3,7.87,314,4.5,120,7.0,2.0,3,3,True,1,3.0,3.0,3.0,3.0,Female,Middle,False,0.7882,1
298,Fall 2025,MS,CS,Kenya,Tier1,7.27,298,5.0,77,,2.9,1,3,False,0,3.0,3.5,2.0,3.0,Female,Middle,True,0.6568,0
299,Spring 2026,MS,CS,Indonesia,Tier2,6.02,270,4.0,69,5.5,2.5,2,2,False,1,3.5,2.5,2.5,2.0,Male,Middle,False,0.4972,0
300,Fall 2025,MS,CS,Netherlands,Tier2,7.9,302,4.0,97,,4.6,2,2,False,1,3.5,4.5,4.0,4.0,Male,Middle,False,0.753,1
301,Spring 2025,MS,Finance,Norway,Tier3,9.15,310,4.5,104,6.5,1.9,0,0,False,0,3.0,2.5,2.0,1.5,Male,Low,False,0.8507,1
302,Fall 2025,MTech,Mech,South Korea,Tier2,6.22,264,5.0,92,,1.9,2,6,False,0,3.0,3.5,2.0,2.5,Male,High,False,0.4638,0
303,Spring 2025,MTech,Mech,Nepal,Tier1,8.38,303,4.5,70,6.5,0.2,1,2,True,0,5.0,4.0,3.0,3.5,Female,Low,True,0.7644,1
304,Fall 2024,MS,ECE,Ukraine,Tier2,7.3,298,3.5,75,7.0,1.8,1,2,False,0,4.5,2.5,2.5,2.0,Female,Middle,False,0.6876,1
305,Fall 2025,MS,Finance,France,Tier2,7.54,306,4.0,90,8.5,0.5,1,0,False,0,4.0,4.0,1.0,3.0,Female,Low,False,0.6675,1
306,Fall 2024,MS,CS,Ghana,Tier2,6.65,288,5.5,99,,0.0,0,2,False,2,3.0,3.0,4.5,4.0,Female,Low,False,0.6635,1
307,Spring 2026,MBA,CS,Germany,Tier3,7.3,304,4.5,91,,4.9,0,1,False,0,3.5,3.5,3.5,3.0,Male,Low,False,0.7202,1
308,Fall 2024,MBA,CS,Spain,Tier2,8.77,319,4.5,99,7.0,0.0,0,4,False,1,4.5,3.5,3.0,3.5,Male,Low,True,0.8058,0
309,Spring 2025,MS,CS,Vietnam,Tier3,8.12,297,5.0,97,,4.9,2,1,False,0,3.5,4.0,2.5,2.0,Female,High,False,0.6351,0
310,Fall 2025,MTech,Bio,Pakistan,Tier3,9.16,325,4.0,109,6.0,3.8,3,1,False,0,3.5,4.0,2.0,3.0,Female,Middle,False,0.9014,1
311,Fall 2025,MS,DS,Ghana,Tier2,8.66,309,4.5,82,,1.7,0,2,True,0,4.0,3.0,3.0,3.5,Non-binary,Middle,True,0.7335,1
312,Spring 2026,MTech,CS,India,Tier2,8.0,311,6.0,97,,0.0,1,4,True,2,3.0,2.5,3.5,3.0,Male,Middle,False,0.753,1
313,Spring 2025,MS,CS,Indonesia,Tier2,9.17,322,5.0,114,8.5,1.5,1,7,False,0,5.0,3.5,4.0,1.5,Male,High,False,0.8872,1
314,Spring 2026,MTech,CS,Qatar,Tier3,8.0,303,5.5,86,6.5,0.1,2,2,False,0,5.0,4.5,3.5,3.5,Female,Middle,True,0.7564,1
315,Fall 2024,MTech,ECE,Philippines,Tier2,8.35,318,4.0,89,,4.5,2,4,False,0,2.0,3.0,2.5,2.5,Male,Low,False,0.7904,1
316,Fall 2024,MS,CS,Turkey,Tier2,7.33,285,3.5,95,6.0,2.9,2,1,False,1,3.0,4.0,2.5,1.5,Male,Low,True,0.5646,1
317,Fall 2024,MTech,DS,Russia,Tier3,7.66,308,5.0,83,7.0,3.5,1,2,False,1,4.0,3.0,3.0,3.0,Non-binary,Low,True,0.7371,1
318,Fall 2025,MTech,DS,Bangladesh,Tier1,6.97,273,2.5,78,,1.3,2,0,False,1,2.5,4.0,3.0,2.0,Male,Middle,False,0.5802,0
319,Fall 2025,MS,ECE,Qatar,Tier3,8.49,316,4.5,92,7.5,1.7,1,0,False,0,3.5,2.5,2.0,3.5,Male,Low,False,0.8507,1
320,Spring 2026,PhD,DS,Philippines,Tier1,6.54,278,5.0,90,6.5,2.8,1,1,True,0,4.0,3.5,3.5,1.5,Female,Low,True,0.5817,1
321,Fall 2024,MTech,Econ,Indonesia,Tier3,8.3,318,4.5,106,7.0,1.2,2,0,False,0,3.5,4.0,2.5,4.5,Female,Middle,False,0.7565,1
322,Spring 2025,MS,DS,United Arab Emirates,Tier2,7.43,281,2.0,82,,4.4,1,2,True,1,3.5,3.0,3.0,2.5,Female,Middle,False,0.7367,0
323,Fall 2024,MTech,Finance,Mexico,Tier3,8.65,301,3.0,95,,0.8,1,4,False,0,2.0,4.5,2.5,3.5,Female,Middle,False,0.8503,1
324,Fall 2024,MTech,Finance,United Kingdom,Tier3,8.28,317,4.0,112,,4.1,1,5,False,0,4.0,3.0,3.5,2.5,Male,Low,False,0.8396,1
325,Fall 2024,MTech,CS,United Arab Emirates,Tier3,9.24,323,4.5,111,7.0,0.3,1,4,False,0,4.5,4.0,4.0,2.0,Female,High,True,0.8906,1
326,Fall 2025,MBA,CS,Argentina,Tier3,8.26,308,4.5,94,6.5,0.9,3,0,False,1,4.0,3.0,4.0,4.0,Male,Middle,True,0.8551,1
327,Spring 2025,MS,ECE,Ghana,Tier2,6.19,266,4.0,94,6.5,1.3,4,2,False,1,4.0,2.5,2.5,3.0,Male,Middle,False,0.4147,0
